#Nodes:10000
#Edges:49883
1	3055	1.0003
1	5142	1.00063
1	5198	1.00319
1	9650	1.00445
2	6475	1.00564
2	6589	1.00437
2	7350	1.00755
2	9872	1.00895
3	6165	1.00243
3	6948	1.00328
3	8573	1.00408
3	9429	1.00631
4	5285	0.996266
4	7557	0.998837
4	8072	0.997468
4	8983	0.996558
5	1477	1.01063
5	1533	1.00197
5	3696	1.0127
5	9715	1.0114
6	6867	0.999056
6	9655	0.99723
6	9678	0.997982
6	9729	0.998607
7	328	1.00311
7	7723	1.00228
7	7769	1.00606
7	9649	1.00517
8	4356	1.0051
8	4530	0.999113
8	6376	0.998139
8	7230	1.00418
9	2051	1.00106
9	5795	0.993592
9	9333	0.995198
9	9617	0.992558
10	502	1.01033
10	1838	1.00427
10	8729	1.00455
10	9003	1.00406
11	5667	0.998171
11	6446	0.996414
11	7347	0.996099
11	9600	0.994432
12	2781	0.99863
12	5160	1.00102
12	7654	1.00262
12	9738	0.999748
13	6727	0.998836
13	9596	0.996334
13	9759	0.996737
13	9866	0.996253
14	972	0.998356
14	1210	1.00421
14	4664	1.00722
14	9538	1.00661
15	6825	0.999923
15	7044	1.00404
15	8746	1.00347
15	9860	1.00438
16	4548	0.999872
16	6094	1.00036
16	9038	0.998738
16	9381	0.999736
17	445	1.00428
17	4944	0.999156
17	6799	1.00119
17	7597	1.00264
18	383	1.00457
18	1972	0.998496
18	9162	1.00313
18	9187	1.00347
19	865	0.992355
19	4610	0.988134
19	7979	0.989111
19	9089	0.987945
20	2336	0.999429
20	8816	1.00135
20	9120	1.00204
20	9902	1.00301
21	4229	1.00558
21	7226	1.00102
21	9312	1.00504
21	9399	1.00362
22	1202	1.00329
22	3670	1.00053
22	7706	1.00349
22	9643	1.00268
23	5403	0.999795
23	8172	0.997454
23	8775	0.99597
23	9438	0.996754
24	5868	0.998374
24	8336	0.999304
24	9738	1.00002
24	9813	1.0011
25	523	1.00472
25	8634	1.01065
25	9231	1.01208
25	9236	1.01144
26	7756	1.00035
26	8802	1.0008
26	9137	0.999232
26	9860	1.00112
27	9259	0.999079
27	9396	0.998721
27	9445	0.997619
27	9691	0.998546
28	739	0.999993
28	2370	1.00084
28	4176	1.00154
28	7008	1.00087
29	1701	0.998166
29	5607	1.00255
29	6448	1.00076
29	8271	0.99983
30	7325	0.999388
30	8187	0.999977
30	9282	0.999915
30	9774	1.00017
31	2398	1.00453
31	7329	1.00428
31	9077	1.00541
31	9194	1.00482
32	5167	1.00288
32	8159	1.00062
32	8743	0.99904
32	9013	0.998962
33	4179	0.995787
33	5103	0.994444
33	5840	0.995631
33	8265	0.997009
34	418	0.998439
34	438	1.00442
34	9133	0.996354
34	9924	0.996584
35	2107	1.00192
35	6894	0.998967
35	8520	1.00002
35	9652	1.0009
36	257	0.999134
36	7595	1.00885
36	7709	1.00704
36	10000	1.00898
37	52	1.00182
37	1649	1.01189
37	2077	0.994435
37	9136	0.998088
38	8458	0.998233
38	9238	0.99987
38	9478	0.998679
38	9908	0.99778
39	4182	0.999467
39	7864	1.00026
39	9484	0.999443
39	9652	0.998953
40	4531	0.998944
40	5413	0.997929
40	9481	0.994306
40	9645	0.994829
41	2713	0.989827
41	2974	1.00466
41	8797	1.00155
41	9035	1.00185
42	1826	0.993896
42	4046	0.990379
42	7748	0.989827
42	7965	0.991164
43	470	0.9885
43	6495	0.992823
43	9850	0.991222
43	9854	0.991825
44	5366	1.00984
44	6189	1.00721
44	6759	1.00667
44	8696	1.00791
45	1780	1.00284
45	2236	1.00463
45	9107	1.00828
45	9711	1.00718
46	6487	0.997345
46	8317	1.00251
46	8439	1.00267
46	9923	1.00223
47	2551	1.00067
47	6649	0.997335
47	7552	0.999302
47	9844	0.999772
48	2725	1.00392
48	4889	1.01355
48	6940	1.01332
48	8944	1.00974
49	6935	1.00421
49	8391	1.00187
49	9120	1.0028
49	9679	1.00327
50	4790	1.00044
50	7238	1.00758
50	7520	1.00093
50	9591	1.00506
51	4597	0.997342
51	5932	1.00693
51	6309	1.00835
51	8995	1.00573
52	4138	1.00472
52	9850	1.00432
52	9973	1.00426
53	2663	0.999876
53	4787	0.998206
53	8945	0.997672
53	9700	0.997558
54	2937	1.00903
54	3551	1.00072
54	8194	1.009
54	9956	1.00888
55	4936	1.00071
55	8366	0.999137
55	9751	0.998915
55	9791	0.997849
56	1770	1.00177
56	9453	1.00583
56	9726	1.00603
56	9784	1.00497
57	8728	0.99807
57	9079	0.999899
57	9192	0.998578
57	9725	0.998928
58	4211	1.00495
58	8864	1.00451
58	9421	1.0047
58	9618	1.00567
59	4153	0.996157
59	7632	0.996704
59	8592	0.993296
59	9244	0.994768
60	7171	0.998416
60	8584	0.995936
60	9107	0.995217
60	9749	0.995375
61	1098	1.00299
61	3343	1.00503
61	9433	1.00431
61	9970	1.0048
62	9090	0.999563
62	9700	0.999003
62	9787	0.99858
62	9959	0.999415
63	2639	1.00139
63	9058	1.00347
63	9198	1.00448
63	9937	1.00232
64	7501	0.996406
64	7716	0.995586
64	8339	0.996206
64	8390	0.99319
65	4374	1.00372
65	5920	1.00238
65	9268	1.00739
65	9806	1.00773
66	281	1.00245
66	3489	0.994144
66	9384	0.998015
66	9465	0.99754
67	8547	0.9986
67	8778	0.996502
67	9566	0.998224
67	9619	0.998688
68	380	1.00195
68	6148	1.01344
68	9037	1.01282
68	9656	1.01472
69	250	0.996084
69	4658	1.00568
69	9308	1.00171
69	9665	1.00339
70	4024	0.997064
70	8507	0.996258
70	9076	0.99322
70	9380	0.993268
71	8208	0.997351
71	8985	0.997406
71	9116	0.997917
71	9350	0.998285
72	7526	0.999338
72	9161	1.0015
72	9444	1.00137
72	9672	1.00103
73	7156	0.999302
73	8497	1.00253
73	8677	1.00129
